0,1,2,3
Implanon,G03AC08,9606.ENSP00000292123,SAFB
Implanon,G03AC08,9606.ENSP00000296220,OSBPL11
Implanon,G03AC08,9606.ENSP00000313925,DHTR
Implanon,G03AC08,9606.ENSP00000316649,OSBPL2
Implanon,G03AC08,9606.ENSP00000318723,OSBPL6
Implanon,G03AC08,9606.ENSP00000320447,NR2C2
Implanon,G03AC08,9606.ENSP00000325120,PGR
Implanon,G03AC08,9606.ENSP00000325819,NR2F1
Implanon,G03AC08,9606.ENSP00000326884,ARFRP1
Implanon,G03AC08,9606.ENSP00000329908,NR2F2
Implanon,G03AC08,9606.ENSP00000337265,OSBPL9
Implanon,G03AC08,9606.ENSP00000339587,DFNA5
Implanon,G03AC08,9606.ENSP00000343877,MPRG
Implanon,G03AC08,9606.ENSP00000343925,ESR2
Implanon,G03AC08,9606.ENSP00000347441,NR3C2
Implanon,G03AC08,9606.ENSP00000354584,ESRRG
Implanon,G03AC08,D011987,D011987
desogestrel,G03AC09,9606.ENSP00000036971,PEX3
desogestrel,G03AC09,9606.ENSP00000156476,KLK13
desogestrel,G03AC09,9606.ENSP00000196805,ZMPSTE24
desogestrel,G03AC09,9606.ENSP00000218099,F9
desogestrel,G03AC09,9606.ENSP00000223095,SERPINE1
desogestrel,G03AC09,9606.ENSP00000226524,PF4V1
desogestrel,G03AC09,9606.ENSP00000227665,APOA5
desogestrel,G03AC09,9606.ENSP00000227666,ENSP00000227666
desogestrel,G03AC09,9606.ENSP00000227667,ENSP00000227667
desogestrel,G03AC09,9606.ENSP00000229690,APOM
desogestrel,G03AC09,9606.ENSP00000233156,TFPI
desogestrel,G03AC09,9606.ENSP00000233242,APOB
desogestrel,G03AC09,9606.ENSP00000236850,ENSP00000236850
desogestrel,G03AC09,9606.ENSP00000242464,PLAU
desogestrel,G03AC09,9606.ENSP00000246496,F10
desogestrel,G03AC09,9606.ENSP00000246515,SLURP1
desogestrel,G03AC09,9606.ENSP00000248598,FGL2
desogestrel,G03AC09,9606.ENSP00000250351,KLK12
desogestrel,G03AC09,9606.ENSP00000251424,CFHL4
desogestrel,G03AC09,9606.ENSP00000252486,APOE
desogestrel,G03AC09,9606.ENSP00000252489,APOC4
desogestrel,G03AC09,9606.ENSP00000252491,APOC1
desogestrel,G03AC09,9606.ENSP00000253496,F12
desogestrel,G03AC09,9606.ENSP00000260116,TTPA
desogestrel,G03AC09,9606.ENSP00000260645,ABCG5
desogestrel,G03AC09,9606.ENSP00000261405,VWF
desogestrel,G03AC09,9606.ENSP00000261967,F7
desogestrel,G03AC09,9606.ENSP00000264691,F11
desogestrel,G03AC09,9606.ENSP00000271509,F13B
desogestrel,G03AC09,9606.ENSP00000289906,APOA2
desogestrel,G03AC09,9606.ENSP00000291726,KLK8
desogestrel,G03AC09,9606.ENSP00000294189,RPL29
desogestrel,G03AC09,9606.ENSP00000296028,PPBP
desogestrel,G03AC09,9606.ENSP00000296029,PF4
desogestrel,G03AC09,9606.ENSP00000296125,TGM4
desogestrel,G03AC09,9606.ENSP00000297289,ENSP00000297289
desogestrel,G03AC09,9606.ENSP00000299502,SERPINB2
desogestrel,G03AC09,9606.ENSP00000301426,KLK5
desogestrel,G03AC09,9606.ENSP00000303529,APOL6
desogestrel,G03AC09,9606.ENSP00000306099,FGB
desogestrel,G03AC09,9606.ENSP00000306361,FGA
desogestrel,G03AC09,9606.ENSP00000308541,ENSP00000308541
desogestrel,G03AC09,9606.ENSP00000309148,KLK6
desogestrel,G03AC09,9606.ENSP00000311037,APOF
desogestrel,G03AC09,9606.ENSP00000313088,NETO1
desogestrel,G03AC09,9606.ENSP00000314783,KLK15
desogestrel,G03AC09,9606.ENSP00000317674,APOL1
desogestrel,G03AC09,9606.ENSP00000321334,LPA
desogestrel,G03AC09,9606.ENSP00000325120,PGR
desogestrel,G03AC09,9606.ENSP00000326159,KLK4
desogestrel,G03AC09,9606.ENSP00000330021,PROS1
desogestrel,G03AC09,9606.ENSP00000334145,ENSP00000334145
desogestrel,G03AC09,9606.ENSP00000336829,FGG
desogestrel,G03AC09,9606.ENSP00000337084,KLK10
desogestrel,G03AC09,9606.ENSP00000337540,KLK7
desogestrel,G03AC09,9606.ENSP00000343877,MPRG
desogestrel,G03AC09,9606.ENSP00000344577,APOL3
desogestrel,G03AC09,9606.ENSP00000352471,ENSP00000352471
desogestrel,G03AC09,9606.ENSP00000353393,F8
desogestrel,G03AC09,9606.ENSP00000353540,ENSP00000353540
desogestrel,G03AC09,9606.ENSP00000354631,F5
desogestrel,G03AC09,D001779,D001779
desogestrel,G03AC09,D005167,D005167
desogestrel,G03AC09,D008074,D008074
desogestrel,G03AC09,D008075,D008075
desogestrel,G03AC09,D011980,D011980
desogestrel,G03AC09,D016632,D016632
pinaverium bromide,A03AX04,9606.ENSP00000226021,CACNG1
pinaverium bromide,A03AX04,9606.ENSP00000266376,CACNA1C
pinaverium bromide,A03AX04,9606.ENSP00000280663,CACNA2D4
pinaverium bromide,A03AX04,9606.ENSP00000288139,CACNA1D
pinaverium bromide,A03AX04,9606.ENSP00000320025,CACNB2
pinaverium bromide,A03AX04,9606.ENSP00000321618,CACNA1F
pinaverium bromide,A03AX04,D020746,D020746
benoxaprofen,M01AE06,9606.ENSP00000228740,LTA4H
benoxaprofen,M01AE06,9606.ENSP00000265455,ALOX5
benoxaprofen,M01AE06,D001094,D001094
5-methylpyrazinecarboxylic acid 4-oxide,,9606.ENSP00000313088,NETO1
5-methylpyrazinecarboxylic acid 4-oxide,,D008077,D008077
5-methylpyrazinecarboxylic acid 4-oxide,,D008078,D008078
nabilone,A04AD11,9606.ENSP00000306843,CNR1
nabilone,A04AD11,9606.ENSP00000339943,ENSP00000339943
nabilone,A04AD11,D043882,D043882
bezafibrate,C10AB02,9606.ENSP00000199708,HBQ1
bezafibrate,C10AB02,9606.ENSP00000251595,HBA1
bezafibrate,C10AB02,9606.ENSP00000262735,PPARA
bezafibrate,C10AB02,9606.ENSP00000292896,HBE1
bezafibrate,C10AB02,9606.ENSP00000292902,HBB
bezafibrate,C10AB02,9606.ENSP00000298352,ENSP00000298352
bezafibrate,C10AB02,9606.ENSP00000322421,HBZ
bezafibrate,C10AB02,9606.ENSP00000338082,HBG2
bezafibrate,C10AB02,9606.ENSP00000353916,PPARD
bezafibrate,C10AB02,D006441,D006441
bezafibrate,C10AB02,D006454,D006454
bezafibrate,C10AB02,9606.ENSP00000036971,PEX3
bezafibrate,C10AB02,9606.ENSP00000156476,KLK13
bezafibrate,C10AB02,9606.ENSP00000200676,CETP
bezafibrate,C10AB02,9606.ENSP00000220809,PLAT
bezafibrate,C10AB02,9606.ENSP00000223095,SERPINE1
bezafibrate,C10AB02,9606.ENSP00000223298,ENSP00000223298
bezafibrate,C10AB02,9606.ENSP00000226524,PF4V1
bezafibrate,C10AB02,9606.ENSP00000227665,APOA5
bezafibrate,C10AB02,9606.ENSP00000227666,ENSP00000227666
bezafibrate,C10AB02,9606.ENSP00000229690,APOM
bezafibrate,C10AB02,9606.ENSP00000233156,TFPI
bezafibrate,C10AB02,9606.ENSP00000233242,APOB
bezafibrate,C10AB02,9606.ENSP00000241156,FABP3
bezafibrate,C10AB02,9606.ENSP00000242464,PLAU
bezafibrate,C10AB02,9606.ENSP00000246496,F10
bezafibrate,C10AB02,9606.ENSP00000246515,SLURP1
bezafibrate,C10AB02,9606.ENSP00000250351,KLK12
bezafibrate,C10AB02,9606.ENSP00000251424,CFHL4
bezafibrate,C10AB02,9606.ENSP00000252486,APOE
bezafibrate,C10AB02,9606.ENSP00000252489,APOC4
bezafibrate,C10AB02,9606.ENSP00000252491,APOC1
bezafibrate,C10AB02,9606.ENSP00000253496,F12
bezafibrate,C10AB02,9606.ENSP00000256104,FABP4
bezafibrate,C10AB02,9606.ENSP00000260116,TTPA
bezafibrate,C10AB02,9606.ENSP00000261405,VWF
bezafibrate,C10AB02,9606.ENSP00000261967,F7
bezafibrate,C10AB02,9606.ENSP00000264691,F11
bezafibrate,C10AB02,9606.ENSP00000271509,F13B
bezafibrate,C10AB02,9606.ENSP00000291726,KLK8
bezafibrate,C10AB02,9606.ENSP00000294189,RPL29
bezafibrate,C10AB02,9606.ENSP00000295834,FABP1
bezafibrate,C10AB02,9606.ENSP00000296028,PPBP
bezafibrate,C10AB02,9606.ENSP00000296029,PF4
bezafibrate,C10AB02,9606.ENSP00000296125,TGM4
bezafibrate,C10AB02,9606.ENSP00000297258,ENSP00000297258
bezafibrate,C10AB02,9606.ENSP00000297289,ENSP00000297289
bezafibrate,C10AB02,9606.ENSP00000299502,SERPINB2
bezafibrate,C10AB02,9606.ENSP00000300149,FABP5
bezafibrate,C10AB02,9606.ENSP00000301426,KLK5
bezafibrate,C10AB02,9606.ENSP00000303529,APOL6
bezafibrate,C10AB02,9606.ENSP00000306361,FGA
bezafibrate,C10AB02,9606.ENSP00000307530,FTLL1
bezafibrate,C10AB02,9606.ENSP00000308541,ENSP00000308541
bezafibrate,C10AB02,9606.ENSP00000309148,KLK6
bezafibrate,C10AB02,9606.ENSP00000311037,APOF
bezafibrate,C10AB02,9606.ENSP00000312283,FABP6
bezafibrate,C10AB02,9606.ENSP00000313088,NETO1
bezafibrate,C10AB02,9606.ENSP00000314783,KLK15
bezafibrate,C10AB02,9606.ENSP00000315013,CRAT
bezafibrate,C10AB02,9606.ENSP00000321334,LPA
bezafibrate,C10AB02,9606.ENSP00000323740,UCP3
bezafibrate,C10AB02,9606.ENSP00000326159,KLK4
bezafibrate,C10AB02,9606.ENSP00000334145,ENSP00000334145
bezafibrate,C10AB02,9606.ENSP00000336829,FGG
bezafibrate,C10AB02,9606.ENSP00000337084,KLK10
bezafibrate,C10AB02,9606.ENSP00000337540,KLK7
bezafibrate,C10AB02,9606.ENSP00000341714,ENSP00000341714
bezafibrate,C10AB02,9606.ENSP00000344577,APOL3
bezafibrate,C10AB02,9606.ENSP00000345179,APOD
bezafibrate,C10AB02,9606.ENSP00000348931,FABP7
bezafibrate,C10AB02,9606.ENSP00000350425,APOA4
bezafibrate,C10AB02,9606.ENSP00000352471,ENSP00000352471
bezafibrate,C10AB02,9606.ENSP00000353393,F8
bezafibrate,C10AB02,9606.ENSP00000353540,ENSP00000353540
bezafibrate,C10AB02,9606.ENSP00000354631,F5
bezafibrate,C10AB02,D001053,D001053
bezafibrate,C10AB02,D001057,D001057
bezafibrate,C10AB02,D001059,D001059
bezafibrate,C10AB02,D001779,D001779
bezafibrate,C10AB02,D008076,D008076
bezafibrate,C10AB02,D008077,D008077
bezafibrate,C10AB02,D008078,D008078
bezafibrate,C10AB02,D016632,D016632
bezafibrate,C10AB02,D016633,D016633
bezafibrate,C10AB02,D050556,D050556
tienilic acid,C03CC02,9606.ENSP00000001146,CYP26B1
tienilic acid,C03CC02,9606.ENSP00000003100,CYP51A1
tienilic acid,C03CC02,9606.ENSP00000216862,CYP24A1
tienilic acid,C03CC02,9606.ENSP00000221307,CYP4F3
tienilic acid,C03CC02,9606.ENSP00000221700,CYP4F2
tienilic acid,C03CC02,9606.ENSP00000222382,CYP3A43
tienilic acid,C03CC02,9606.ENSP00000222982,CYP3A5
tienilic acid,C03CC02,9606.ENSP00000224356,CYP26A1
tienilic acid,C03CC02,9606.ENSP00000252945,CYP2E1
tienilic acid,C03CC02,9606.ENSP00000257149,CYP2J2
tienilic acid,C03CC02,9606.ENSP00000258415,CYP27A1
tienilic acid,C03CC02,9606.ENSP00000260433,CYP19A1
tienilic acid,C03CC02,9606.ENSP00000260630,CYP1B1
tienilic acid,C03CC02,9606.ENSP00000260682,CYP2C9
tienilic acid,C03CC02,9606.ENSP00000260706,CH25H
tienilic acid,C03CC02,9606.ENSP00000261835,CYP46A1
tienilic acid,C03CC02,9606.ENSP00000264278,CYP20A1
tienilic acid,C03CC02,9606.ENSP00000268053,CYP11A1
tienilic acid,C03CC02,9606.ENSP00000268062,CYP1A1
tienilic acid,C03CC02,9606.ENSP00000269703,ENSP00000269703
tienilic acid,C03CC02,9606.ENSP00000271153,CYP4B1
tienilic acid,C03CC02,9606.ENSP00000274118,ENSP00000274118
tienilic acid,C03CC02,9606.ENSP00000275016,CYP39A1
tienilic acid,C03CC02,9606.ENSP00000278017,CYP17A1
tienilic acid,C03CC02,9606.ENSP00000285949,CYP26C1
tienilic acid,C03CC02,9606.ENSP00000285979,CYP2C18
tienilic acid,C03CC02,9606.ENSP00000285985,CYP2C8
tienilic acid,C03CC02,9606.ENSP00000292414,CYP3A7
tienilic acid,C03CC02,9606.ENSP00000292427,CYP11B1
tienilic acid,C03CC02,9606.ENSP00000294337,CYP4A22
tienilic acid,C03CC02,9606.ENSP00000301141,CYP2A6
tienilic acid,C03CC02,9606.ENSP00000301146,CYP2A7
tienilic acid,C03CC02,9606.ENSP00000301173,CYP2S1
tienilic acid,C03CC02,9606.ENSP00000301645,CYP7A1
tienilic acid,C03CC02,9606.ENSP00000303875,CYP21A2
tienilic acid,C03CC02,9606.ENSP00000310149,CYP2W1
tienilic acid,C03CC02,9606.ENSP00000310721,CYP7B1
tienilic acid,C03CC02,9606.ENSP00000311095,CYP4A11
tienilic acid,C03CC02,9606.ENSP00000318867,CYP8B1
tienilic acid,C03CC02,9606.ENSP00000319859,CYP4F11
tienilic acid,C03CC02,9606.ENSP00000321821,CYP4F12
tienilic acid,C03CC02,9606.ENSP00000324648,CYP2B6
tienilic acid,C03CC02,9606.ENSP00000325822,CYP11B2
tienilic acid,C03CC02,9606.ENSP00000333212,CYP2U1
tienilic acid,C03CC02,9606.ENSP00000333534,CYP2F1
tienilic acid,C03CC02,9606.ENSP00000333946,COQ6
tienilic acid,C03CC02,9606.ENSP00000334246,CYP4Z1
tienilic acid,C03CC02,9606.ENSP00000334592,CYP2R1
tienilic acid,C03CC02,9606.ENSP00000337915,CYP3A4
tienilic acid,C03CC02,9606.ENSP00000342007,CYP1A2
tienilic acid,C03CC02,9606.ENSP00000343074,ENSP00000343074
tienilic acid,C03CC02,9606.ENSP00000346110,CYP2G1P
tienilic acid,C03CC02,9606.ENSP00000346625,CYP2D6
tienilic acid,C03CC02,9606.ENSP00000347006,ENSP00000347006
tienilic acid,C03CC02,D003577,D003577
tertatolol,C07AA16,9606.ENSP00000316244,HTR1A
dobutamine,C01CA07,9606.ENSP00000046967,ADRB1
dobutamine,C01CA07,9606.ENSP00000305372,ADRB2
dobutamine,C01CA07,9606.ENSP00000343782,ADRB3
dobutamine,C01CA07,D011943,D011943
dobutamine,C01CA07,D018342,D018342
dobutamine,C01CA07,9606.ENSP00000195455,AC1
dobutamine,C01CA07,9606.ENSP00000254235,ADCY7
dobutamine,C01CA07,9606.ENSP00000264672,ADCY2
dobutamine,C01CA07,9606.ENSP00000294016,ADCY9
dobutamine,C01CA07,9606.ENSP00000297323,ADCY1
dobutamine,C01CA07,9606.ENSP00000308685,ADCY5
dobutamine,C01CA07,9606.ENSP00000311405,ADCY6
promegestone,G03DB07,9606.ENSP00000325120,PGR
promegestone,G03DB07,9606.ENSP00000343877,MPRG
promegestone,G03DB07,D011980,D011980
etomidate,N01AX07,9606.ENSP00000023897,GABRA1
etomidate,N01AX07,9606.ENSP00000262857,GABRA3
etomidate,N01AX07,9606.ENSP00000274545,GABRA6
etomidate,N01AX07,9606.ENSP00000274547,GABRB2
etomidate,N01AX07,9606.ENSP00000275066,GABRR1
etomidate,N01AX07,9606.ENSP00000276369,GABRQ
etomidate,N01AX07,9606.ENSP00000295454,GABRB1
etomidate,N01AX07,9606.ENSP00000331912,GABRG3
etomidate,N01AX07,9606.ENSP00000342957,GABRD
etomidate,N01AX07,9606.ENSP00000345982,GABRE
etomidate,N01AX07,9606.ENSP00000348897,GABRA2
etomidate,N01AX07,9606.ENSP00000349000,GABRG2
toloxatone,N06AG03,9606.ENSP00000265833,MAOB
oxcarbazepine,N03AF02,9606.ENSP00000285981,CYP2C19
penfluridol,N05AG03,9606.ENSP00000272298,CALM1
penfluridol,N05AG03,9606.ENSP00000291295,ENSP00000291295
penfluridol,N05AG03,9606.ENSP00000315299,CALML3
penfluridol,N05AG03,9606.ENSP00000337829,CACNA1I
penfluridol,N05AG03,9606.ENSP00000350979,CACNA1G
penfluridol,N05AG03,9606.ENSP00000351401,CACNA1H
penfluridol,N05AG03,9606.ENSP00000352037,ENSP00000352037
penfluridol,N05AG03,D002147,D002147
penfluridol,N05AG03,D020747,D020747
indoramin,C02CA02,9606.ENSP00000303199,ADRA1D
indoramin,C02CA02,9606.ENSP00000306662,ADRA1B
indoramin,C02CA02,9606.ENSP00000348729,ADRA1C
indoramin,C02CA02,D018340,D018340
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000296795,TLR3
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000008180,IL32
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000204566,SPG21
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000221847,EBI3
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000228534,IL23A
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000229134,IL26
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000229135,IFNG
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000231449,IL4
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000231454,IL5
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000238972,IFIT3
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000239340,IFNA6
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000239353,ENSP00000239353
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000244241,IL17C
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000258743,IL6
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000259205,IL1F9
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000259211,IL1F6
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000259212,IL1F5
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000259213,IL1F8
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000259562,NFHEV
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000263326,IL1F7
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000263339,IL1A
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000263341,IL1B
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000264497,IL21
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000276915,IFNA5
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000276919,IFNA7
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000276927,IFNA1
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000276943,IFNK
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000281620,ATP8A2
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000294983,ZCYTO10
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000294984,ST16
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000296870,IL3
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000302523,IFNB1
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000302935,IL16
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000303231,IL12A
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000304915,IL13
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000306512,IL8
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000321956,IFNA2
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000322518,IFNW1
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000328111,IL17E
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000329384,IL22
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000329991,IL29
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000333639,IL28A
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000334546,IFNA17
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000335118,IFNA10
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000337432,IL17F
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000338300,IL19
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000341794,IL1F10
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000344192,IL17
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000346893,TLR4
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000349365,ENSP00000349365
polyinosinic-polycytidylic acid,L03AX07,D007370,D007370
polyinosinic-polycytidylic acid,L03AX07,D007372,D007372
polyinosinic-polycytidylic acid,L03AX07,D007378,D007378
polyinosinic-polycytidylic acid,L03AX07,D016898,D016898
ritodrine,G02CA01,9606.ENSP00000046967,ADRB1
ritodrine,G02CA01,9606.ENSP00000305372,ADRB2
ritodrine,G02CA01,9606.ENSP00000343782,ADRB3
ritodrine,G02CA01,D011943,D011943
ritodrine,G02CA01,D018343,D018343
metipranolol,S01ED04,9606.ENSP00000046967,ADRB1
metipranolol,S01ED04,9606.ENSP00000305372,ADRB2
metipranolol,S01ED04,9606.ENSP00000343782,ADRB3
metipranolol,S01ED04,D011943,D011943
fludrocortisone,H02AA02,9606.ENSP00000347441,NR3C2
fludrocortisone,H02AA02,D018161,D018161
lofexidine,N07BC04,9606.ENSP00000046967,ADRB1
lofexidine,N07BC04,9606.ENSP00000280155,ADRA2A
lofexidine,N07BC04,9606.ENSP00000303199,ADRA1D
lofexidine,N07BC04,9606.ENSP00000305372,ADRB2
lofexidine,N07BC04,9606.ENSP00000306662,ADRA1B
lofexidine,N07BC04,9606.ENSP00000320944,ADRA2B
lofexidine,N07BC04,9606.ENSP00000343782,ADRB3
lofexidine,N07BC04,9606.ENSP00000348729,ADRA1C
lofexidine,N07BC04,D011941,D011941
dexrazoxane,V03AF02,9606.ENSP00000264331,TOP2B
dexrazoxane,V03AF02,9606.ENSP00000269577,ENSP00000269577
dexrazoxane,V03AF02,9606.ENSP00000276651,DPYS
dexrazoxane,V03AF02,D004250,D004250
mithramycin,L01DC02,9606.ENSP00000329357,SP1
mithramycin,L01DC02,9606.ENSP00000310301,SP3
methadol,,9606.ENSP00000234961,OPRD1
methadol,,9606.ENSP00000265572,OPRK1
methadol,,9606.ENSP00000277010,OPRS1
methadol,,9606.ENSP00000328264,OPRM1
methadol,,9606.ENSP00000336764,OPRL1
Fe(II)-EDTA,B03AB03,9606.ENSP00000265302,POR
Fe(II)-EDTA,B03AB03,D009251,D009251
DDAVP,H01BA02,9606.ENSP00000299178,AVPR1A
DDAVP,H01BA02,9606.ENSP00000338072,AVPR2
DDAVP,H01BA02,9606.ENSP00000347015,AVPR1B
DDAVP,H01BA02,D017483,D017483
DDAVP,H01BA02,9606.ENSP00000220809,PLAT
DDAVP,H01BA02,9606.ENSP00000223095,SERPINE1
DDAVP,H01BA02,9606.ENSP00000260116,TTPA
DDAVP,H01BA02,9606.ENSP00000261405,VWF
DDAVP,H01BA02,9606.ENSP00000263686,GMRP
DDAVP,H01BA02,D010959,D010959
DDAVP,H01BA02,D014841,D014841
DDAVP,H01BA02,D017395,D017395
DDAVP,H01BA02,D019007,D019007
gestrinone,G03XA02,9606.ENSP00000325120,PGR
pizotifen,N02CX01,9606.ENSP00000257763,HTR1B
pizotifen,N02CX01,9606.ENSP00000258400,HTR2B
pizotifen,N02CX01,9606.ENSP00000260191,HTR3B
pizotifen,N02CX01,9606.ENSP00000261668,HTR2A
pizotifen,N02CX01,9606.ENSP00000276198,HTR2C
pizotifen,N02CX01,9606.ENSP00000287907,HTR5A
pizotifen,N02CX01,9606.ENSP00000289753,HTR6
pizotifen,N02CX01,9606.ENSP00000307766,HTR1E
pizotifen,N02CX01,9606.ENSP00000313661,HTR1D
pizotifen,N02CX01,9606.ENSP00000316244,HTR1A
pizotifen,N02CX01,9606.ENSP00000322924,HTR1F
pizotifen,N02CX01,9606.ENSP00000334315,ENSP00000334315
pizotifen,N02CX01,9606.ENSP00000335511,HTR3E
pizotifen,N02CX01,9606.ENSP00000347754,HTR3A
pizotifen,N02CX01,9606.ENSP00000355037,HTR4
pizotifen,N02CX01,D011985,D011985
deflazacort,H02AB13,9606.ENSP00000231509,NR3C1
deflazacort,H02AB13,D011965,D011965
deflazacort,H02AB13,D015675,D015675
diacerein,M01AX21,9606.ENSP00000215743,MMP11
diacerein,M01AX21,9606.ENSP00000216953,MMP9
diacerein,M01AX21,9606.ENSP00000219070,MMP2
diacerein,M01AX21,9606.ENSP00000236826,MMP8
diacerein,M01AX21,9606.ENSP00000246186,MMP24
diacerein,M01AX21,9606.ENSP00000260227,MMP7
diacerein,M01AX21,9606.ENSP00000260228,ENSP00000260228
diacerein,M01AX21,9606.ENSP00000260229,MMP27
diacerein,M01AX21,9606.ENSP00000279441,MMP10
diacerein,M01AX21,9606.ENSP00000284684,ENSP00000284684
diacerein,M01AX21,9606.ENSP00000286614,MMP16
diacerein,M01AX21,9606.ENSP00000299855,MMP3
diacerein,M01AX21,9606.ENSP00000300762,MMP26
diacerein,M01AX21,9606.ENSP00000313437,MMP19
diacerein,M01AX21,9606.ENSP00000320664,MMP12
diacerein,M01AX21,9606.ENSP00000322788,MMP1
diacerein,M01AX21,9606.ENSP00000339672,MMP13
diacerein,M01AX21,9606.ENSP00000340652,MMP28
diacerein,M01AX21,9606.ENSP00000346201,MMP14
diacerein,M01AX21,9606.ENSP00000348308,MMP23A
diacerein,M01AX21,9606.ENSP00000353767,MMP17
diacerein,M01AX21,D017364,D017364
diacerein,M01AX21,D020782,D020782
azapropazone,M01AX04,9606.ENSP00000216200,ENSP00000216200
azapropazone,M01AX04,9606.ENSP00000237014,TTR
azapropazone,M01AX04,9606.ENSP00000265634,NPTX2
azapropazone,M01AX04,9606.ENSP00000301046,LALBA
azapropazone,M01AX04,9606.ENSP00000319435,ENSP00000319435
azapropazone,M01AX04,9606.ENSP00000327545,NPTXR
azapropazone,M01AX04,9606.ENSP00000351029,HLA-A
azapropazone,M01AX04,D012709,D012709
rose bengal,,9606.ENSP00000231751,LTF
rose bengal,,9606.ENSP00000309392,HLP1
rose bengal,,9606.ENSP00000310749,HPCAL1
rose bengal,,D007781,D007781
chloropyramine,D04AA09 R06AC03,9606.ENSP00000347299,ENSP00000347299
chloropyramine,D04AA09 R06AC03,D011969,D011969
molindone,N05AE02,9606.ENSP00000265833,MAOB
trimethaphan,C02BA01,9606.ENSP00000217176,CHRNA4
trimethaphan,C02BA01,9606.ENSP00000240132,CHRNA2
trimethaphan,C02BA01,9606.ENSP00000250699,CHRNA10
trimethaphan,C02BA01,9606.ENSP00000276410,CHRNA6
trimethaphan,C02BA01,9606.ENSP00000292212,CHRNB2
trimethaphan,C02BA01,9606.ENSP00000293780,CHRNE
trimethaphan,C02BA01,9606.ENSP00000312663,CHRNA9
trimethaphan,C02BA01,9606.ENSP00000315602,CHRNA3
trimethaphan,C02BA01,9606.ENSP00000333348,GPR109B
trimethaphan,C02BA01,D011978,D011978
tiadenol,C10AX03,9606.ENSP00000241052,ENSP00000241052
tiadenol,C10AX03,9606.ENSP00000266053,ENSP00000266053
tiadenol,C10AX03,9606.ENSP00000273908,ENSP00000273908
tiadenol,C10AX03,9606.ENSP00000278840,FADS2
tiadenol,C10AX03,9606.ENSP00000315013,CRAT
tiadenol,C10AX03,D002332,D002332
tiadenol,C10AX03,D013230,D013230
dimethindene,D04AA13 R06AB03,9606.ENSP00000347299,ENSP00000347299
dimethindene,D04AA13 R06AB03,D011969,D011969
dexetimide,N04AA08,9606.ENSP00000189978,MUSK
dexetimide,N04AA08,9606.ENSP00000217176,CHRNA4
dexetimide,N04AA08,9606.ENSP00000240132,CHRNA2
